Model,RMSE,MAE,Bias,Correlation,Skill Score
ECMWF HRES,13.064590701479382,9.986037573469712,9.93409586680954,0.9514581008431774,0.2558529119336296
NOAA GFS,15.443816323088061,11.56570786613484,11.545038075536333,0.9045711357483958,0.12033440556568686
ASTRA Blend,12.9812436166944,9.827075290583231,9.800623712760157,0.9515694120252247,0.2606002853384881
