Model,RMSE,MAE,Bias,Correlation,Skill Score
ECMWF HRES,0.691283007001098,0.2044279770995903,-0.19835273103320392,0.23268467506191617,-0.04102142566642497
NOAA GFS,1.7793423183542656,0.7679017565744387,0.7676016303290308,0.6016518448889164,-1.6795588177951797
ASTRA Blend,0.5304495446763782,0.2376446227915312,0.0027394601975390107,0.6016005253464025,0.20118195348286338
